ITS2 type profile UID		373662	373661	373660	373445
Clade		C	C	C	C
Majority ITS2 sequence		C3u	C3u	C3u	C3u
Associated species		None	None	None	None
ITS2 profile abundance local		60	22	11	7
ITS2 profile abundance DB		60	22	11	139
ITS2 type profile		C3u-C3xu-C3-C115	C3u-C3xu-C3-C115-C3xv	C3u-C3-C115-C3xt	C3/C3u-C115-C21ab-C3ge
164986	ATEN08	0.9934078711057128	0	0	0
164992	ATEN14	0.9931777466931704	0	0	0
164988	ATEN10	0.9925864666095637	0	0	0
165006	ATEN28	0.9921879226582703	0	0	0
164965	AMIL17	0.9921844206448416	0	0	0
164953	AMIL05	0.9918031957417096	0	0	0
165003	ATEN25	0.9917150325639095	0	0	0
164987	ATEN09	0.9916281187586021	0	0	0
164926	ADIG18	0.9916252940993564	0	0	0
164983	ATEN05	0.9914780141843972	0	0	0
164955	AMIL07	0.9914388834825884	0	0	0
164999	ATEN21	0.9913100249893064	0	0	0
165007	ATEN29	0.9908753806111887	0	0	0
164922	ADIG14	0.9905331201779384	0	0	0
164981	ATEN03	0.9903569042371783	0	0	0
164937	ADIG29	0.9869527342488279	0	0	0
164952	AMIL04	0.9864359592755054	0	0	0
164940	ADIG32	0.9860185625892433	0	0	0
164980	ATEN02	0.9857544279890366	0	0	0
165000	ATEN22	0.9857503071054503	0	0	0
165005	ATEN27	0.9850598307715416	0	0	0
164956	AMIL08	0.9849629070232331	0	0	0
164982	ATEN04	0.9847257711261179	0	0	0
164985	ATEN07	0.9846850689578128	0	0	0
165004	ATEN26	0.9844839808822521	0	0	0
164998	ATEN20	0.9844591084435896	0	0	0
164927	ADIG19	0.9841297987410231	0	0	0
164959	AMIL11	0.9840911909620826	0	0	0
164994	ATEN16	0.9840686398944002	0	0	0
164991	ATEN13	0.9840342025493932	0	0	0
164996	ATEN18	0.9840318453227183	0	0	0
164967	AMIL19	0.9836726328733434	0	0	0
164932	ADIG24	0.9834787653187015	0	0	0
164924	ADIG16	0.9834234887352219	0	0	0
164962	AMIL14	0.983106109788646	0	0	0
164925	ADIG17	0.9825870064171623	0	0	0
164995	ATEN17	0.9813265563833817	0	0	0
164954	AMIL06	0.9811643388591568	0	0	0
164950	AMIL02	0.9806915432297985	0	0	0
164984	ATEN06	0.9805827127891962	0	0	0
164920	ADIG12	0.9803554571791283	0	0	0
164939	ADIG31	0.9801632140615192	0	0	0
164964	AMIL16	0.9795193735655461	0	0	0
164969	AMIL21	0.9794025559734557	0	0	0
164963	AMIL15	0.9790438935175777	0	0	0
164913	ADIG05	0.9788944371849916	0	0	0
164978	AMIL30	0.9787881384984574	0	0	0
164968	AMIL20	0.9784816210098755	0	0	0
164915	ADIG07	0.9784583653893372	0	0	0
164951	AMIL03	0.9784366576819407	0	0	0
164933	ADIG25	0.9784120637216326	0	0	0
164961	AMIL13	0.9773797686953791	0	0	0
164943	ADIG35	0.9770829654667911	0	0	0
164945	ADIG37	0.9767695347094488	0	0	0
164958	AMIL10	0.9758009266247867	0	0	0
164977	AMIL29	0.9732840041977198	0	0	0
164974	AMIL26	0.9727323316638843	0	0	0
164960	AMIL12	0.9713722642879369	0	0	0
165002	ATEN24	0.9655886857039906	0	0	0
164912	ADIG04	0.94379383279528	0	0	0
165008	ATEN30	0	1.0	0	0
164949	AMIL01	0	1.0	0	0
164947	ADIG39	0	1.0	0	0
164946	ADIG38	0	1.0	0	0
164936	ADIG28	0	1.0	0	0
164957	AMIL09	0	0.9954350752661852	0	0
164993	ATEN15	0	0.9933528401501177	0	0
164989	ATEN11	0	0.9933041518592354	0	0
164971	AMIL23	0	0.9931744344318487	0	0
164990	ATEN12	0	0.9931424994309128	0	0
164934	ADIG26	0	0.9929802613288852	0	0
164997	ATEN19	0	0.9923012221067735	0	0
164976	AMIL28	0	0.9891837058945747	0	0
165001	ATEN23	0	0.9891180433205513	0	0
164910	ADIG02	0	0.9880181556133973	0	0
164979	ATEN01	0	0.9835231120894006	0	0
164938	ADIG30	0	0.9741389505775372	0	0
164914	ADIG06	0	0.9544866554211382	0	0
164975	AMIL27	0	0.9512137479320706	0	0
164966	AMIL18	0	0.9356337640912841	0	0
164973	AMIL25	0	0.9216853904471188	0	0
164941	ADIG33	0	0.912930443050925	0	0
164944	ADIG36	0	0	0.9168673130734691	0
164928	ADIG20	0	0	0.9167207838043877	0
164919	ADIG11	0	0	0.9145378925727249	0
164923	ADIG15	0	0	0.911284364941164	0
164918	ADIG10	0	0	0.9064656560142219	0
164942	ADIG34	0	0	0.9033366045142296	0
164948	ADIG40	0	0	0.9032093882240028	0
164970	AMIL22	0	0	0.9021982116244411	0
164909	ADIG01	0	0	0.9000181764478676	0
164929	ADIG21	0	0	0.899676914365653	0
164911	ADIG03	0	0	0.8942070985634601	0
164916	ADIG08	0	0	0	0.9113526400673164
164935	ADIG27	0	0	0	0.9090087632557029
164931	ADIG23	0	0	0	0.9064718904018043
164921	ADIG13	0	0	0	0.8968210120798554
164972	AMIL24	0	0	0	0.891191542849776
164930	ADIG22	0	0	0	0.8898289283550086
164917	ADIG09	0	0	0	0.8813272172231368
Sequence accession / SymPortal UID		1330-142-32-20866	1330-142-32-20866-353134	1330-32-20866-110235	1330-32-20866-20932-1010
Average defining sequence proportions and [stdev]		0.778[0.032]-0.120[0.034]-0.062[0.019]-0.039[0.005]	0.747[0.067]-0.098[0.035]-0.087[0.068]-0.042[0.012]-0.026[0.008]	0.611[0.037]-0.273[0.030]-0.059[0.006]-0.056[0.009]	0.522[0.040]-0.361[0.031]-0.074[0.011]-0.032[0.004]-0.012[0.003]
